"","station","year","month","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","WSPM"
"1","Wanshouxigong",2013,3,107.378917378917,131.152421652422,42.6054131054131,63.5,1577.90883190883,50.0868945868946,6.4991452991453,1011.58874643875,-6.27464387464387,1.76339031339031
"2","Wanshouxigong",2013,4,79.3929098966027,94.0384047267356,22.0156147710487,42.7588116691285,1013.34564254062,50.6064183161004,12.5189069423929,1007.28567208272,-2.84017725258493,2.20679468242245
"3","Wanshouxigong",2013,5,84.4789550072569,132.011611030479,27.6458635703919,52.622641509434,1142.4267053701,69.3991291727141,21.5512336719884,1002.29666182874,8.64005805515239,1.73846153846154
"4","Wanshouxigong",2013,6,118.281402936378,127.242251223491,15.9477977161501,53.0522022838499,1702.28058727569,72.5432300163132,23.8295269168026,998.690864600326,17.957911908646,1.37145187601958
"5","Wanshouxigong",2013,7,72.7039848197343,80.426944971537,8.41745730550285,47.2903225806452,1268.28273244782,90.2371916508539,27.5753320683112,994.608728652751,21.1557874762808,1.39810246679317
"6","Wanshouxigong",2013,8,59.6022408963585,81.6204481792717,6.98459383753501,45.6260504201681,1073.94957983193,88.1694677871148,27.3155462184874,998.350700280112,20.0635854341737,1.4140056022409
"7","Wanshouxigong",2013,9,57.4738510301109,114.576862123613,13.3232963549921,57.0602218700475,1333.27258320127,48.2503961965135,20.3955625990491,1008.19049128368,14.3496038034865,1.16576862123613
"8","Wanshouxigong",2013,10,90.9360374414977,126.374414976599,16.4009360374415,70.795631825273,1308.89235569423,30.7039971918877,13.8054602184087,1015.12823712949,5.24898595943838,1.400624024961
"9","Wanshouxigong",2013,11,64.3152400835073,86.8267223382046,23.6116910229645,47.5741127348643,1311.06471816284,23.8873903966597,6.41106471816284,1015.81858037578,-9.48058455114823,2.04655532359081
"10","Wanshouxigong",2013,12,95.0561009817672,125.194950911641,46.0659186535764,68.2622720897616,2261.7110799439,11.9186535764376,-0.0917251051893408,1019.2778401122,-13.1352033660589,1.65427769985975
