"","station","year","month","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","WSPM"
"1","Nongzhanguan",2013,3,107.977369165488,127.879773691655,45.2574257425743,76.7425742574257,1518.37906647808,59.5176803394625,6.34738330975955,1014.31131541726,-6.92560113154173,1.99264497878359
"2","Nongzhanguan",2013,4,56.9765395894428,96.4076246334311,23.0938416422287,53.8433719941349,940.08651026393,62.9760322580645,12.5514662756598,1009.92859237537,-3.82771260997067,2.55278592375367
"3","Nongzhanguan",2013,5,79.8844936708861,128.802215189873,27.9003164556962,58.7768987341772,1098.47626582278,84.2752316455696,21.8998417721519,1005.33639240506,8.19256329113924,1.98971518987342
"4","Nongzhanguan",2013,6,110.155555555556,108.334814814815,17.3555555555556,53.1896296296296,1539.56592592593,76.8755555555556,23.72,1001.64,17.4395555555556,1.45214814814815
"5","Nongzhanguan",2013,7,75.4971346704871,70.7550143266476,9.00286532951289,40.2521489971347,1144.95988538682,84.4169054441261,27.5434097421203,997.353581661891,20.8054441260745,1.48080229226361
"6","Nongzhanguan",2013,8,68.4325842696629,75.4887640449438,6.18679775280899,49.7640449438202,1021.91011235955,78.7387640449438,27.4539325842697,1000.675,19.9952247191011,1.61306179775281
"7","Nongzhanguan",2013,9,80.8739376770538,98.2662889518414,14.0056657223796,69.429178470255,1282.42634560907,46.8413597733711,20.4570821529745,1010.93385269122,14.3508498583569,1.44844192634561
"8","Nongzhanguan",2013,10,98.7155555555556,112.641481481481,19.0740740740741,66.4962962962963,1315.40740740741,25.4758287407407,13.1623703703704,1017.85688888889,4.95333333333333,1.50903703703704
"9","Nongzhanguan",2013,11,83.0988538681948,105.504297994269,24.230659025788,60.9777269340974,1369.91404011461,22.4364624641834,6.27005730659026,1018.69183381089,-8.22349570200573,2.14269340974212
"10","Nongzhanguan",2013,12,97.4520833333333,132.15,48.2854166666667,73.4641141666667,2059.375,20.7090345833333,0.865208333333333,1021.188125,-13.965625,1.8675
"11","Nongzhanguan",2014,1,106.713692946058,137.056708160443,60.7123098201936,67.701244813278,1949.79253112033,20.7427385892116,-0.186030428769018,1021.91258644537,-13.0579529737206,1.78492392807746
"12","Nongzhanguan",2014,2,146.83277027027,157.721283783784,64.9712837837838,65.6030405405405,2099.32432432432,26.2483108108108,-0.366891891891892,1024.34324324324,-9.96385135135135,1.77060810810811
"13","Nongzhanguan",2014,3,99.3315068493151,138.690410958904,38.5671232876712,67.7808219178082,1459.31506849315,46.8945205479452,9.95808219178082,1015.3204109589,-6.33575342465753,2.07547945205479
"14","Nongzhanguan",2014,4,86.6819484240688,140.828080229226,19.4627507163324,60.9828080229226,968.624641833811,71.1618911174785,16.9988538681948,1012.02965616046,3.14641833810888,1.94928366762178
"15","Nongzhanguan",2014,5,64.5253164556962,129.680731364276,17.1071729957806,56.1302390998594,836.146272855134,97.0203938115331,21.9766526019691,1002.93755274262,6.46947960618847,2.47904360056259
"16","Nongzhanguan",2014,6,57.6124818577649,87.55587808418,8.58200290275762,48.300435413643,897.387518142235,106.271407837446,24.7214804063861,1001.58127721335,15.9206095791001,1.63381712626996
"17","Nongzhanguan",2014,7,82.7581005586592,110.510893854749,8.21033519553073,44.5941340782123,1050,106.570251396648,28.2227653631285,1000.19860335196,19.1085195530726,1.79413407821229
"18","Nongzhanguan",2014,8,61.5369080779944,88.7051532033426,6.41866295264624,49.2437325905292,959.888579387187,101.478412256267,26.0210306406685,1004.24150417827,17.8133704735376,1.50529247910864
"19","Nongzhanguan",2014,9,65.6703459637562,95.1546952224053,9.22570016474465,57.7670510708402,1205.10708401977,56.1995057660626,20.7915980230642,1009.9981878089,14.1014827018122,1.45238879736409
"20","Nongzhanguan",2014,10,134.603085553997,167.103786816269,9.97335203366059,82.7882187938289,1407.15287517532,25.7868162692847,13.4115007012623,1016.25988779804,6.27433380084151,1.27952314165498
"21","Nongzhanguan",2014,11,105.979710144928,140.925652173913,19.9807246376812,78.398115942029,1632.75362318841,23.4094202898551,5.56579710144928,1019.17985507246,-5.52202898550725,1.64797101449275
"22","Nongzhanguan",2014,12,76.7350427350427,115.467236467236,35.8575498575499,65.1310541310541,1676.63817663818,29.0626780626781,-1.202849002849,1023.09957264957,-16.6029914529915,2.48404558404558
"23","Nongzhanguan",2015,1,108.099591280654,131.039509536785,42.5547683923706,76.741416893733,2003.26975476839,24.9479564032698,-1.23569482288828,1023.40994550409,-14.482970027248,1.80940054495913
"24","Nongzhanguan",2015,2,101.385307346327,124.802098950525,32.2818590704648,58.8890554722639,1477.21139430285,41.8710644677661,1.20179910044978,1019.82368815592,-13.4113943028486,2.17616191904048
"25","Nongzhanguan",2015,3,94.4664788732394,140.40323943662,24.3550704225352,64.0316901408451,1261.12676056338,48.6894366197183,8.30937625754527,1016.80523474178,-9.95408450704225,2.16
"26","Nongzhanguan",2015,4,76.911465892598,113.37648766328,11.4804063860668,53.5457184325109,848.33091436865,76.2525399129173,15.4857764876633,1011.09883889695,1.82743105950653,2.43933236574746
"27","Nongzhanguan",2015,5,59.0112517580872,99.5175808720113,9.71589310829817,45.9493670886076,917.580872011252,96.1715893108298,21.3808720112518,1003.26905766526,6.70857946554149,2.45513361462729
"28","Nongzhanguan",2015,6,63.5655853314528,81.764880112835,7.95768688293371,43.6995768688293,1215.09167842031,97.2637517630465,24.450634696756,1000.41156558533,14.272778561354,1.97475317348378
"29","Nongzhanguan",2015,7,56.9484396200814,75.4599728629579,5.74219810040706,41.1492537313433,914.789687924016,106.74762550882,26.3671641791045,1001.28575305292,18.5050203527815,1.62971506105834
"30","Nongzhanguan",2015,8,41.8054421768707,64.7469387755102,3.88027210884354,35.0380952380952,836.054421768707,101.619047619048,26.4349659863946,1003.43006802721,18.4745578231293,1.61238095238095
"31","Nongzhanguan",2015,9,50.7585692995529,64.1862891207153,5.77645305514158,51.4426229508197,895.827123695976,60.5722801788376,20.5697466467958,1011.22995529061,13.9897168405365,1.54456035767511
