"","station","year","month","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","WSPM"
"1","Gucheng",2013,3,112.015552099533,150.374805598756,38.0699844479005,76.8631415241058,1708.81648522551,59.0155520995334,6.40077760497667,1010.15629860031,-5.90186625194401,1.41073094867807
"2","Gucheng",2013,4,65.9516616314199,110.726586102719,18.9876978851964,53.1069309667674,939.345921450151,61.3121918429003,12.3841389728097,1006.23232628399,-3.31570996978852,1.73942598187311
"3","Gucheng",2013,5,82.4763636363636,145.856363636364,22.0072727272727,60.5981818181818,1001.18363636364,83.8055796363636,21.7914545454545,1001.89909090909,8.02909090909091,1.06472727272727
"4","Gucheng",2013,6,107.523148148148,134.270061728395,9.68364197530864,62.7253086419753,1386.60030864198,77.4768518518518,24.1191358024691,997.68549382716,17.0839506172839,0.76929012345679
"5","Gucheng",2013,7,65.8343848580442,88.5630914826498,4.23501577287066,47.884858044164,999.985804416404,78.2902208201893,27.5692429022082,993.573659305994,20.7276025236593,0.834700315457413
"6","Gucheng",2013,8,58.3160839160839,89.5118881118881,3.71188811188811,44.4573426573427,903.636363636364,82.1986013986014,27.1439160839161,997.305594405594,19.6441958041958,0.831328671328671
"7","Gucheng",2013,9,78.5354107648725,98.8257790368272,6.63456090651558,60.8399433427762,1176.19263456091,46.0934844192635,20.3594900849858,1007.20410764873,14.1474504249292,0.605665722379603
"8","Gucheng",2013,10,96.404958677686,119.613223140496,10.1685950413223,73.1652892561983,1321.98347107438,28.1899127272727,13.4781818181818,1013.68231404959,5.13107438016529,0.639338842975207
"9","Gucheng",2013,11,81.0872894333844,97.0076569678407,21.3460949464012,66.9678407350689,1595.55895865237,25.2740970903522,6.18989280245023,1014.96707503828,-6.93782542113323,1.13690658499234
"10","Gucheng",2013,12,83.5072463768116,110.194202898551,46.1536231884058,78.8666666666667,2463.47826086957,27.5155136231884,0.00434782608695652,1019.02231884058,-13.6446376811594,1.27971014492754
"11","Gucheng",2014,1,103.383285302594,124.131123919308,52.806916426513,75.6512968299712,2694.95677233429,31.3775216138329,0.237752161383285,1017.77737752161,-13.0909221902017,1.30979827089337
"12","Gucheng",2014,2,151.242174629325,149.415156507414,52.9291598023064,75.996705107084,2410.70840197694,32.8846787479407,0.08500823723229,1020.38550247117,-9.54563426688633,1.1998352553542
"13","Gucheng",2014,3,100.246020260492,158.183791606368,31.5050651230101,73.3661360347323,1639.07380607815,48.4949348769899,10.9266280752533,1011.23791606368,-5.75499276410999,1.45094066570188
"14","Gucheng",2014,4,94.6558345642541,176.769571639586,15.0605612998523,71.8966026587888,1018.02067946824,61.8478581979321,17.3471196454948,1008.25051698671,3.11033973412112,1.19542097488922
"15","Gucheng",2014,5,68.7186943620178,145.467804154303,15.0648367952522,58.5310089020772,884.718100890208,87.4477744807122,22.2918397626113,999.790504451039,6.93560830860534,1.22626112759644
"16","Gucheng",2014,6,56.7234042553191,90.8794326241135,3.02553191489362,45.1432624113475,832.198581560284,97.2652482269503,25.1222695035461,998.201985815603,16.2082269503546,0.890354609929078
"17","Gucheng",2014,7,91.267029972752,138.282016348774,4.44686648501362,45.4400544959128,913.896457765668,101.628065395095,28.375204359673,996.609536784741,20.5782016348774,0.945367847411444
"18","Gucheng",2014,8,65.2044715447154,106.466937669377,3.95623306233062,43.1020325203252,835.772357723577,102.202032520325,26.3945799457995,1000.68035230352,18.6669376693767,0.855420054200542
"19","Gucheng",2014,9,62.2777282850779,112.402449888641,4.63251670378619,54.9552338530067,861.915367483296,61.8062360801782,21.9256124721604,1006.17327394209,13.2169265033408,0.853897550111359
"20","Gucheng",2014,10,124.80487804878,163.852303523035,8.22222222222222,78.2574525745257,1425.20325203252,27.550135501355,14.2035230352304,1012.69295392954,6.11260162601626,0.738753387533875
"21","Gucheng",2014,11,90.4294943820225,138.927808988764,19.0304775280899,69.2417134831461,1806.74157303371,23.6808988764045,6.62008426966292,1015.33764044944,-5.85491573033708,1.05898876404494
"22","Gucheng",2014,12,58.3136300417246,96.9527121001391,30.2614742698192,54.8108484005563,1746.59248956885,28.4311543810848,0.0265646731571627,1019.62600834492,-16.6289290681502,1.76203059805285
"23","Gucheng",2015,1,95.5776870748299,115.317959183673,35.8080272108844,67.532925170068,2062.85714285714,23.949387755102,0.21469387755102,1019.73904761905,-13.7620408163265,1.3047619047619
"24","Gucheng",2015,2,93.6194267515924,122.457006369427,28.3216560509554,48.3105095541401,1569.26751592357,38.6544585987261,2.03678343949045,1016.42579617834,-12.7337579617834,1.48773885350318
"25","Gucheng",2015,3,88.0838664812239,155.40611961057,22.4898470097357,52.3305980528512,1334.6314325452,50.0296244784423,9.18199880786787,1013.1571925299,-9.39527121001391,1.56884561891516
"26","Gucheng",2015,4,72.0701001430615,126.28469241774,9.11444921316166,46.2432045779685,799.570815450644,77.3190271816881,16.1523475094292,1007.25533879542,1.9137339055794,1.57095851216023
"27","Gucheng",2015,5,57.7307692307692,113.317307692308,8.46153846153846,40.2733516483516,711.538461538462,96.4217032967033,21.8122252747253,999.86717032967,6.98818681318681,1.30645604395604
"28","Gucheng",2015,6,64.190332326284,94.8836858006042,6.36102719033233,41.1752265861027,1166.91842900302,100.033232628399,25.1211480362538,996.516918429003,14.3906344410876,1.00105740181269
"29","Gucheng",2015,7,61.6630434782609,85.3478260869565,3.43478260869565,37.5353260869565,669.021739130435,112.32472826087,26.598777173913,997.814945652174,19.1399456521739,0.858967391304348
"30","Gucheng",2015,8,45.9655688622754,75.2604790419162,2.31437125748503,32.309880239521,801.646706586826,103.510479041916,26.6130239520958,999.569910179641,19.0666167664671,0.784131736526946
"31","Gucheng",2015,9,50.0417287630402,76.5335320417288,4.1698956780924,39.4992548435171,704.470938897168,61.7973174366617,20.625782414307,1007.63979135618,14.2265275707899,0.681520119225037
"32","Gucheng",2015,10,77.3689986282579,110.303155006859,4.96570644718793,53.9492455418381,946.913580246914,40.4855967078189,14.7558299039781,1012.09780521262,4.30603566529492,0.93758573388203
"33","Gucheng",2015,11,130.620426829268,136.899390243902,11.8018292682927,59.5091463414634,1923.32317073171,11.8780487804878,3.63323170731707,1019.84466463415,-0.549237804878049,0.788871951219512
"34","Gucheng",2015,12,165.760778859527,179,23.3435326842837,74.4297635605007,3218.91515994437,12.8720445062587,0.452573018080668,1020.3495132128,-7.49680111265647,1.15702364394993
"35","Gucheng",2016,1,76.8253094910591,96.5103163686382,24.6767537826685,48.7592847317744,1725.85969738652,31.8940852819807,-4.1898211829436,1022.26795048143,-17.7870701513067,1.98143053645117
"36","Gucheng",2016,2,43.2518089725036,60.0347322720695,16.4196816208394,28.1215629522431,1004.48625180897,50.7163531114327,1.67149059334298,1018.85499276411,-14.6804630969609,2.58060781476122
"37","Gucheng",2016,3,98.3761969904241,151.720930232558,18.8741450068399,53.6470588235294,1273.05061559508,52.0259917920657,9.14623803009576,1013.20670314637,-9.15444596443228,2.24500683994528
"38","Gucheng",2016,4,72.2590448625181,134.525325615051,8.90014471780029,47.5542691751085,776.84515195369,71.9218523878437,16.3351664254703,1004.41722141823,-0.796526772793054,2.40086830680174
"39","Gucheng",2016,5,59.3020689655172,104.822068965517,7.94206896551724,40.2937931034483,659.448275862069,100.688275862069,21.064,1002.0915862069,6.48289655172414,2.21241379310345
"40","Gucheng",2016,6,64.6811797752809,97.6601123595506,4.56460674157303,42.1362359550562,732.443820224719,116.176966292135,25.2296348314607,997.337359550562,14.6990168539326,1.89002808988764
"41","Gucheng",2016,7,70.1856368563686,93.289972899729,2.81707317073171,37.509485094851,819.241192411924,107.756097560976,27.1124661246612,997.300677506775,20.6569105691057,1.64959349593496
"42","Gucheng",2016,8,47.7824897400821,75.5348837209302,2.57318741450068,38.4432284541724,776.744186046512,80.9493844049248,26.9746922024624,1000.31340629275,19.2731874145007,1.50725034199726
"43","Gucheng",2016,9,58.7689822294023,90.6300484652666,2.52180936995153,45.2843295638126,797.092084006462,52.5411954765751,21.6071239454281,1004.67817268013,14.002746365105,1.5967689822294
"44","Gucheng",2016,10,93.0550964187328,112.012396694215,2.91597796143251,59.8595041322314,1148.07162534435,18.9862258953168,12.752669880624,1013.02543618044,6.70316804407713,1.53374655647383
"45","Gucheng",2016,11,105.376251788269,143.668097281831,11.9899856938484,72.6094420600858,1836.62374821173,15.5894134477825,4.20987124463519,1017.01530758226,-5.1865522174535,1.77925608011445
"46","Gucheng",2016,12,135.381615598886,166.150417827298,17.4038997214485,83.899721448468,2511.14206128134,15.1114206128134,0.15891364902507,1019.54247910864,-10.2470752089136,1.54220055710306
