"","station","year","month","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","WSPM"
"1","Shunyi",2013,3,107.345185185185,120.832592592593,32.9940740740741,60.0148148148148,1413.20740740741,53.9866666666667,5.81955555555556,1014.97762962963,-6.18059259259259,2.02281481481481
"2","Shunyi",2013,4,58.0562130177515,83.4778106508876,17.4319526627219,40.7145957100592,1037.48668639053,56.9660085798817,12.1766272189349,1010.51612426036,-3.28254437869822,2.52056213017751
"3","Shunyi",2013,5,79.8055944055944,125.741258741259,21.2265734265734,43.3692307692308,1022.28951048951,87.3062937062937,21.7206993006993,1005.46321678322,8.19636363636364,2.0648951048951
"4","Shunyi",2013,6,112.042276422764,119.586991869919,5.95772357723577,36.2926829268293,1431.4,83.6211382113821,24.2432520325203,1001.68520325203,18.6525203252033,1.58227642276423
"5","Shunyi",2013,7,65.9698795180723,65.4698795180723,6.46385542168675,27.9819277108434,815.024096385542,93.8373493975904,28.0777108433735,994.54156626506,19.6692771084337,1.77168674698795
"6","Shunyi",2013,8,59.1299734748011,71.5862068965517,3.45623342175066,30.223325994695,1018.3023872679,69.1989389920424,25.9663129973475,1002.9949602122,19.0100795755968,1.67135278514589
"7","Shunyi",2013,9,71.8118668596237,91.7785817655572,8.56874095513748,27.9088277858177,1219.24023154848,51.7409551374819,20.227496382055,1011.58350217077,14.1518089725036,1.38972503617945
"8","Shunyi",2013,10,84.0844062947067,109.567954220315,10.1130185979971,53.1030042918455,1134.6208869814,26.6092537911302,12.8087267525036,1018.6313304721,5.24191702432046,1.36380543633763
"9","Shunyi",2013,11,66.7667161961367,88.3016344725111,16.1589895988113,52.7117384843982,1211.58989598811,23.6176008915305,5.71337295690936,1019.24219910847,-7.46983655274889,1.97815750371471
"10","Shunyi",2013,12,66.2037037037037,76.5626780626781,30.2777777777778,49.0042735042735,1767.52136752137,25.4603162393162,-0.286324786324786,1022.56367521368,-13.9172364672365,1.82905982905983
"11","Shunyi",2014,1,94.7041251778094,114.207681365576,44.9203413940256,56.3058321479374,1663.72688477952,23.0782361308677,-0.621621621621622,1022.73655761024,-12.7617354196302,1.66571834992888
"12","Shunyi",2014,2,150.736568457539,146.010398613518,49.7157712305026,56.2183708838822,1969.15077989601,29.6360485268631,-0.175389948006932,1024.99497400347,-10.2197573656846,1.64956672443674
"13","Shunyi",2014,3,96.0131386861314,132.195620437956,32.7065693430657,60.851094890511,1258.39416058394,46.4729927007299,10.123503649635,1015.87051094891,-5.88116788321168,1.93226277372263
"14","Shunyi",2014,4,88.1401734104046,140.10838150289,17.2095375722543,55.2745664739884,902.456647398844,70.0346820809249,17.1776011560694,1012.74320809249,2.9235549132948,1.86690751445087
"15","Shunyi",2014,5,50.0426966292135,91.6410112359551,10.0224719101124,34.627808988764,727.247191011236,74.6544943820225,17.9120786516854,1006.17584269663,2.35056179775281,2.54606741573034
"16","Shunyi",2014,6,56.4678747940692,75.6573311367381,4.95551894563427,32.4151565074135,732.125205930807,107.209225700165,25.3037891268534,1002.13574958814,15.5838550247117,1.63953871499176
"17","Shunyi",2014,7,95.5156558533145,113.185049365303,6.34188998589563,27.6149506346968,962.764456981664,108.074330042313,28.244287729196,1000.91622002821,18.9760225669958,1.79153737658674
"18","Shunyi",2014,8,62.4897727272727,83.50625,4.55511363636364,29.0678977272727,805.965909090909,101.611647727273,26.3738636363636,1004.84375,17.1426136363636,1.62897727272727
"19","Shunyi",2014,9,67.9762308998302,89.3735144312394,4.66383701188455,38.0203735144312,997.962648556876,54.0067911714771,20.0804753820034,1011.78845500849,13.0925297113752,1.3572156196944
"20","Shunyi",2014,10,107.782122905028,127.967877094972,7.32541899441341,55.6480446927374,1234.63687150838,27.6033519553073,13.5824022346369,1016.98533519553,5.60893854748603,1.23002793296089
"21","Shunyi",2014,11,82.3924198250729,122.175510204082,11.9553935860058,58.4125364431487,1472.01166180758,20.8151603498542,5.68586005830904,1014.9250728863,-5.86822157434402,1.55932944606414
"22","Shunyi",2014,12,49.3615835777126,84.4838709677419,23.5850439882698,47.9545454545455,1376.39296187683,28.0894428152493,-1.2391495601173,1019.43093841642,-16.6957478005865,2.34897360703812
"23","Shunyi",2015,1,100.146524822695,110.197588652482,27.0158865248227,58.7449645390071,1746.95035460993,28.8533333333333,-1.25106382978723,1024.15588652482,-14.4343262411348,1.61829787234043
"24","Shunyi",2015,2,90.2585365853659,113.056910569106,21.019512195122,45.5040650406504,1291.38211382114,40.3252032520325,1.01447154471545,1020.90422764228,-13.1274796747967,1.90471544715447
"25","Shunyi",2015,3,87.0493468795356,140.02496371553,18.1136429608128,52.9674891146589,1131.78519593614,46.0769230769231,8.44905660377358,1017.72167392356,-9.76502177068215,2.11973875181422
"26","Shunyi",2015,4,73.4946401225115,112.776722817764,11.010719754977,45.1807044410413,750.995405819296,69.1056661562021,15.8874425727412,1011.07822636781,1.44119448698315,2.20183767228178
"27","Shunyi",2015,5,57.5057636887608,83.6512968299712,9.30979827089337,35.9164265129683,662.103746397695,85.8832853025937,21.3321325648415,1004.24438040346,6.39913544668588,2.28746397694524
