"","station","year","week","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","WSPM"
"1","Wanshouxigong",2013,"09",46.5942028985507,63.0144927536232,33.5797101449275,53.8840579710145,1104.28985507246,31.3768115942029,2.81594202898551,1021.83188405797,-15.431884057971,1.61739130434783
"2","Wanshouxigong",2013,"10",137.596273291925,185.633540372671,60.8385093167702,87.6583850931677,2315.32919254658,67.7950310559006,8.34472049689441,1008.34099378882,-7.5888198757764,1.67577639751553
"3","Wanshouxigong",2013,"11",145.963414634146,155.164634146341,59.7073170731707,74.3658536585366,1887.57926829268,64.7073170731707,6.63353658536585,1013.3743902439,-2.66829268292683,1.3359756097561
"4","Wanshouxigong",2013,"12",65.25625,84.56875,19.2125,43.13125,984.91875,40.71875,5.028125,1008.699375,-6.48625,2.184375
"5","Wanshouxigong",2013,"13",105.628378378378,127.405405405405,33.3175675675676,51.6824324324324,1294.44594594595,33.472972972973,7.65,1011.49121621622,-4.34324324324324,1.94527027027027
"6","Wanshouxigong",2013,"14",78.9378881987578,100.16149068323,30.5527950310559,49.2857142857143,1448.29813664596,43.639751552795,9.93291925465839,1008.34472049689,-3.38074534161491,1.98944099378882
"7","Wanshouxigong",2013,"15",69.440251572327,74.4716981132076,10.1356679245283,32.0170786163522,610.647798742138,55.1040578616352,11.4603773584906,1007.44716981132,-7.53522012578616,3.05220125786164
"8","Wanshouxigong",2013,"16",82.8397435897436,89.5769230769231,20.2051282051282,40.2307692307692,897.346153846154,52.2948717948718,10.6801282051282,1008.95833333333,-1.96923076923077,2.04294871794872
"9","Wanshouxigong",2013,"17",98.1055900621118,115.105590062112,30.9006211180124,50.5093167701863,1224.09937888199,49.5155279503106,15.6689440993789,1004.73229813665,1.76583850931677,1.79068322981366
"10","Wanshouxigong",2013,"18",75.6114649681529,115.299363057325,23.0891719745223,43.8535031847134,854.050955414013,75.1974522292994,19.5987261146497,1008.02101910828,3.43757961783439,1.88535031847134
"11","Wanshouxigong",2013,"19",99.0943396226415,133.301886792453,24.0377358490566,50.8427672955975,1067.18238993711,65.7861635220126,21.6245283018868,1000.89245283019,7.43333333333333,1.60754716981132
"12","Wanshouxigong",2013,"20",77.6242424242424,136.048484848485,32.0909090909091,46.9515151515152,1250.82424242424,74.8969696969697,21.8878787878788,1001.96303030303,7.66787878787879,1.78121212121212
"13","Wanshouxigong",2013,"21",81.0506329113924,150.253164556962,32.1139240506329,68.9810126582279,1273.93670886076,70.3860759493671,23.103164556962,1000.70632911392,10.4284810126582,1.7120253164557
"14","Wanshouxigong",2013,"22",85.5968992248062,114.015503875969,19.7054263565891,49.5426356589147,1175.12403100775,57.6124031007752,22.1798449612403,999.513953488372,13.0968992248062,1.6968992248062
"15","Wanshouxigong",2013,"23",135.877551020408,141.21768707483,14.4761904761905,51.1972789115646,2172.54421768707,29.9251700680272,20.8891156462585,1002.52721088435,17.9,1.26394557823129
"16","Wanshouxigong",2013,"24",107.615384615385,126.253846153846,25.2153846153846,56.3,1507.52307692308,99.2,24.1307692307692,1000.37615384615,15.3530769230769,1.49615384615385
"17","Wanshouxigong",2013,"25",53.0639097744361,73.0413533834586,10.2631578947368,57.8195488721804,1054.12030075188,74.5488721804511,25.2203007518797,998.134586466165,17.706015037594,1.36616541353383
"18","Wanshouxigong",2013,"26",162.737804878049,152.84756097561,11.8414634146341,47.2621951219512,2016.84756097561,86.8353658536585,25.1286585365854,994.384146341463,21.3268292682927,1.35975609756098
"19","Wanshouxigong",2013,"27",56.0472440944882,76.9291338582677,8.56692913385827,37.5196850393701,1102.29921259843,103.157480314961,28.8346456692913,991.399212598425,19.9307086614173,1.71574803149606
"20","Wanshouxigong",2013,"28",96.8095238095238,84.6666666666667,6.87301587301587,39.2698412698413,1285.60317460317,82.6507936507936,26.031746031746,998.793650793651,23.0920634920635,1.2
"21","Wanshouxigong",2013,"29",91.042735042735,90.3162393162393,8.52991452991453,45.3675213675214,1252.99145299145,93.5982905982906,26.8059829059829,996.884615384615,21.0068376068376,1.28119658119658
"22","Wanshouxigong",2013,"30",60.8278145695364,73.8145695364238,10.2582781456954,53.4370860927152,1414.56953642384,72.5960264900662,27.4807947019868,994.729139072848,20.6543046357616,1.31986754966887
"23","Wanshouxigong",2013,"31",67.9141104294479,68.0736196319018,5.17791411042945,53.5889570552147,1153.98773006135,107.871165644172,27.1889570552147,994.945398773006,21.8263803680982,1.3840490797546
"24","Wanshouxigong",2013,"32",74.2774193548387,67.058064516129,6.58064516129032,36.8258064516129,1240,106.645161290323,28.26,995.376129032258,22.698064516129,1.30774193548387
"25","Wanshouxigong",2013,"33",66.8493975903614,76.3493975903614,5.04819277108434,40.1024096385542,1010.84337349398,87.2771084337349,29.4301204819277,996.839759036145,22.0939759036145,1.46867469879518
"26","Wanshouxigong",2013,"34",54.0490797546012,117.699386503067,10.0736196319018,61.8957055214724,1048.46625766871,84.7914110429448,26.9361963190184,1002.15460122699,18.7030674846626,1.1601226993865
"27","Wanshouxigong",2013,"35",40.10625,82.94375,8.50625,41.28125,995,62.89375,24.53375,1001.179375,15.52,1.7025
"28","Wanshouxigong",2013,"36",66.1393442622951,89.6065573770492,13.2622950819672,44.1885245901639,1377.86885245902,74.4590163934426,21.8090163934426,1009.29918032787,16.9959016393443,1.18032786885246
"29","Wanshouxigong",2013,"37",61.4933333333333,119.446666666667,14.2,53.7333333333333,1216,51.48,22.0006666666667,1004.58066666667,14.71,1.144
"30","Wanshouxigong",2013,"38",68.030303030303,105.872727272727,11.6909090909091,62.3333333333333,1609.66666666667,35.5333333333333,21.4963636363636,1008.40545454545,17.1248484848485,1.11757575757576
"31","Wanshouxigong",2013,"39",28.8376623376623,135.785714285714,13.3376623376623,65.8051948051948,1129.87012987013,34.0714285714286,16.2441558441558,1010.34480519481,8.56298701298701,1.25584415584416
"32","Wanshouxigong",2013,"40",138.920863309353,172.58273381295,21.2661870503597,76.1870503597122,1943.88489208633,35.4820143884892,16.8920863309353,1012.52877697842,11.9525179856115,1.15323741007194
