"","station","year","week","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","WSPM"
"1","Nongzhanguan",2013,"09",48.5507246376812,63.7101449275362,36.4782608695652,66.9855072463768,1238.98550724638,42.6086956521739,2.48840579710145,1024.34782608696,-16.9449275362319,1.85217391304348
"2","Nongzhanguan",2013,"10",132.472392638037,175.104294478528,64.1840490797546,104.736196319018,2213.31901840491,72.5398773006135,8.27300613496933,1010.78466257669,-8.49325153374233,1.94723926380368
"3","Nongzhanguan",2013,"11",156.44578313253,157.144578313253,62.9518072289157,89.566265060241,1819.65060240964,78.5361445783133,6.66566265060241,1016.08674698795,-3.16385542168675,1.48734939759036
"4","Nongzhanguan",2013,"12",61.1863354037267,75.5652173913043,19.6645962732919,50.6211180124224,877.590062111801,50.2298136645963,4.51801242236025,1011.72795031056,-6.92857142857143,2.51801242236025
"5","Nongzhanguan",2013,"13",105.243243243243,129.871621621622,36.5,64.4932432432432,1242.42567567568,41.8310810810811,7.65878378378378,1014.33513513514,-4.74391891891892,2.10337837837838
"6","Nongzhanguan",2013,"14",74.9333333333333,97.6666666666667,34.9636363636364,58.9575757575758,1354.33939393939,55.0242424242424,10.010303030303,1011.03272727273,-3.76727272727273,2.44
"7","Nongzhanguan",2013,"15",31.1543209876543,77.8086419753086,11.2716049382716,46.1616030864198,548.141975308642,65.5163827160494,11.6561728395062,1010.03148148148,-8.72283950617284,3.37222222222222
"8","Nongzhanguan",2013,"16",60.1153846153846,93.6602564102564,21.7564102564103,50.1602564102564,847.371794871795,66.6282051282051,10.9371794871795,1011.46282051282,-2.89102564102564,2.30833333333333
"9","Nongzhanguan",2013,"17",72.6012658227848,124.037974683544,29.2278481012658,62.8544303797468,1129.65189873418,62.0949367088608,15.5537974683544,1007.43987341772,1.13924050632911,2.15379746835443
"10","Nongzhanguan",2013,"18",69.4716981132076,120.477987421384,25.0566037735849,48.5283018867925,821.314465408805,96.2012578616352,19.6182389937107,1010.71257861635,1.70125786163522,2.02955974842767
"11","Nongzhanguan",2013,"19",85.9444444444444,149.808641975309,26.5617283950617,67.3271604938272,1069.67283950617,81.6913580246914,22.0030864197531,1003.03888888889,6.46728395061728,1.88395061728395
"12","Nongzhanguan",2013,"20",75.4294871794872,133.948717948718,34,58.4935897435897,1203.08974358974,83.7624769230769,21.9371794871795,1005.15961538462,7.35576923076923,2.07435897435897
"13","Nongzhanguan",2013,"21",92.975,127.9875,30.3875,66.05,1597.2625,76.575,23.32875,1006.09875,14.20125,1.7775
"14","Nongzhanguan",2013,"22",74.8641975308642,95.8703703703704,17.7592592592593,50.7777777777778,916,76.358024691358,23.6216049382716,1001.96049382716,11.3993827160494,2.06111111111111
"15","Nongzhanguan",2013,"23",117.689024390244,112.567073170732,13.4939024390244,53.7134146341463,1898.58536585366,35,20.6884146341463,1005.32682926829,17.4426829268293,1.45365853658537
"16","Nongzhanguan",2013,"24",92.7534246575343,101.664383561644,24.3698630136986,53.1849315068493,1267.73287671233,98.0068493150685,22.941095890411,1003.8301369863,15.263698630137,1.48013698630137
"17","Nongzhanguan",2013,"25",60.8954248366013,78.3137254901961,14.0588235294118,55.5555555555556,1195.29411764706,88.3006535947712,26.1581699346405,1000.72810457516,16.762091503268,1.36862745098039
"18","Nongzhanguan",2013,"26",162.518072289157,132.367469879518,16.0843373493976,51.066265060241,1834.78915662651,87.6686746987952,25.0879518072289,996.936746987952,21.3397590361446,1.43313253012048
"19","Nongzhanguan",2013,"27",57.8719512195122,65.8719512195122,9.39024390243902,44.890243902439,987.128048780488,94.0121951219512,28.8036585365854,993.593902439024,19.3609756097561,1.84268292682927
"20","Nongzhanguan",2013,"28",79.9,61.54,6.9,35.04,1122.62,74.72,25.9466666666667,1001.24133333333,22.648,1.082
"21","Nongzhanguan",2013,"29",91.0683229813665,80.8447204968944,8.52795031055901,32.055900621118,1159.00621118012,83.167701863354,26.9577639751553,998.808074534162,20.5459627329193,1.41863354037267
"22","Nongzhanguan",2013,"30",70.377358490566,69.6666666666667,11.622641509434,48.2641509433962,1286.16352201258,75.1949685534591,28.1150943396226,997.087421383648,20.0893081761006,1.47044025157233
"23","Nongzhanguan",2013,"31",74.7941176470588,72.8970588235294,7.11764705882353,41.2941176470588,1111.76470588235,113.389705882353,27.5397058823529,996.801470588235,21.6889705882353,1.48455882352941
"24","Nongzhanguan",2013,"32",82.9161676646707,89.065868263473,6.65868263473054,45.8203592814371,1010.77844311377,91.4730538922156,28.5023952095808,997.571856287425,22.8155688622754,1.49461077844311
"25","Nongzhanguan",2013,"33",76.688622754491,71.5928143712575,5.77844311377245,39.0179640718563,908.383233532934,79.688622754491,29.3479041916168,999.249101796407,22.2395209580838,1.60479041916168
